date,spot_price,portfolio_value_usd,daily_pnl_usd,cumulative_pnl_usd,spot_mtm_pnl_usd,futures_unrealized_pnl_usd,futures_realized_pnl_usd
2025-08-09,116465.19,1121380.0075791727,-990.1077584931627,121380.00757917273,242861.45702481995,-97845.80263845234,-23635.646807194902
2025-08-10,119290.4,1120302.8094491172,-1077.1981300555635,120302.80944911717,273023.3989848199,-129084.94272850775,-23635.646807194902
2025-08-11,118686.005,1120067.6341117893,-235.17533732787706,120067.63411178929,266570.87796481996,-122867.59704583585,-23635.646807194902
2025-08-12,120153.03,1119839.9395144677,-227.69459732156247,119839.93951446773,282232.8368648199,-138757.25054315728,-23635.646807194902
2025-08-13,123298.835,1116019.556737117,-3820.382777350722,116019.556737117,315817.45104482,-176162.24750050806,-23635.646807194902
2025-08-14,118285.54000000001,1123567.2075860777,7547.650848960737,123567.20758607774,262295.51362482004,-115092.65923154724,-23635.646807194902
2025-08-15,117332.34,1126055.600947672,2488.393361594295,126055.60094767204,252119.1504248199,-97471.08629065029,-28592.46318649749
2025-08-16,117391.115,1127163.679281716,1108.0783340439666,127163.679281716,252746.63232481998,-96990.48985660626,-28592.46318649749
2025-08-17,117392.94,1127967.9935111369,804.3142294208519,127967.99351113685,252766.11602481996,-96205.65932718547,-28592.46318649749
2025-08-18,116202.53,1130829.8942604088,2861.9007492719684,130829.89426040882,240057.29886481992,-80634.94141791367,-28592.46318649749
2025-08-19,112851.905,1134959.8215180684,4129.927257659612,134959.82151806843,204286.0263648199,-40733.74166025386,-28592.46318649749
2025-08-20,114271.23000000001,1133135.8627989704,-1823.9587190980092,133135.86279897043,219438.74006482004,-57710.414079352144,-28592.46318649749
2025-08-21,112475.625,1134557.8759742135,1422.0131752430461,134557.87597421347,200268.86108481992,-37118.52192410902,-28592.46318649749
2025-08-22,116926.975,1129489.5164516799,-5068.359522533603,129489.51645167987,247791.47368482,-89709.49404664234,-28592.46318649749
2025-08-23,115441.295,1130262.7035010937,773.1870494137984,130262.70350109367,231930.3540048199,-73075.18731722861,-28592.46318649749
2025-08-24,113479.295,1130596.2159712685,333.51247017481364,130596.21597126848,210984.0420048199,-51795.36284705396,-28592.46318649749
2025-08-25,110110.58499999999,1136121.050760572,5524.834789303597,136121.05076057208,175019.69404481983,-9671.81438999327,-29226.8288942546
2025-08-26,111755.03,1135471.7294873968,-649.321273175301,135471.72948739678,192575.78886481992,-27877.23048316851,-29226.8288942546
2025-08-27,111250.20999999999,1136088.4936987392,616.7642113424372,136088.4936987392,187186.33054481985,-21871.007951826028,-29226.8288942546
2025-08-28,112558.28,1137028.3716952046,939.8779964654241,137028.37169520464,201151.28586481992,-34896.08527536084,-29226.8288942546
2025-08-29,108350.095,1137203.2700084771,174.8983132725116,137203.27000847715,156224.70280481994,10205.396097911686,-29226.8288942546
2025-08-30,108814.945,1138430.55061601,1227.2806075329427,138430.5506160101,161187.44140482,6469.938105444582,-29226.8288942546
2025-08-31,108228.685,1138329.1198198188,-101.43079619132914,138329.11981981876,154928.5296448199,12627.419069253292,-29226.8288942546
2025-09-01,109257.705,1138684.0211832435,354.90136342472397,138684.0211832435,165914.34716481995,1996.5029126780144,-29226.8288942546
2025-09-02,111227.81,1138813.8373054245,129.8161221810151,138813.8373054245,186947.1881448199,-18906.521945140772,-29226.8288942546
2025-09-03,111685.85500000001,1138357.3246133763,-456.5126920482144,138357.3246133763,191837.27656482003,-24253.123057189074,-29226.8288942546
2025-09-04,110715.76000000001,1139848.5318101079,1491.207196731586,139848.53181010787,181480.54234482002,-12405.181640457684,-29226.8288942546
2025-09-05,110649.8,1139720.582065362,-127.94974474585615,139720.58206536202,180776.35338481996,-11828.942425203404,-29226.8288942546
2025-09-06,110187.975,1139521.5475381932,-199.03452716884203,139521.54753819318,175845.90968481998,-7097.533252372369,-29226.8288942546
2025-09-07,111154.67,1139223.1164906102,-298.4310475829989,139223.11649061018,186166.3455048199,-17716.400119955135,-29226.8288942546
2025-09-08,112070.985,1139776.0333369183,552.9168463081587,139776.03333691834,195948.92444481995,-26946.062213647234,-29226.8288942546
2025-09-09,111526.18,1139177.7573897394,-598.2759471789468,139177.7573897394,190132.58626481987,-21727.999980825825,-29226.8288942546
2025-09-10,113959.995,1139870.1270774505,692.3696877111215,139870.1270774505,216115.9952048199,-47019.03923311479,-29226.8288942546
2025-09-11,115482.685,1138564.2113205385,-1305.9157569119707,138564.21132053854,232372.2336448199,-64581.193430026826,-29226.8288942546
2025-09-12,116022.975,1138865.249966802,301.03864626353607,138865.24996680208,238140.36968482,-70048.29082376343,-29226.8288942546
2025-09-13,115918.295,1139175.1229857365,309.87301893439144,139175.12298573647,237022.8060048199,-68620.85412482888,-29226.8288942546
2025-09-14,115307.215,1139913.412641841,738.28965610452,139913.412641841,230498.91592481988,-61358.674388724285,-29226.8288942546
2025-09-15,115365.17,1140893.92471299,980.5120711489581,140893.92471298994,231117.64350481992,-60996.889897575296,-29226.8288942546
2025-09-16,116784.48000000001,1140919.8297167998,25.905003809835762,140919.82971679978,246270.19706482004,-76123.53845376577,-29226.8288942546
2025-09-17,116422.815,1140998.2477551345,78.41803833469748,140998.24775513448,242409.06152481996,-72183.98487543104,-29226.8288942546
2025-09-18,117084.20000000001,1140681.1784142847,-317.0693408497609,140681.17841428472,249470.00778482005,-79562.00047628101,-29226.8288942546
2025-09-19,115632.38500000001,1141333.3453600986,652.1669458139222,141333.34536009864,233970.43084482002,-63410.256590467005,-29226.8288942546
2025-09-20,115685.625,1141357.0338604897,23.688500391086563,141357.03386048973,234538.82108481994,-63954.95833007578,-29226.8288942546
2025-09-21,115243.215,1142003.1262705491,646.0924100594129,142003.12627054914,229815.6519248199,-58585.696760016195,-29226.8288942546
2025-09-22,112659.095,1143692.9702868287,1689.8440162795596,143692.9702868287,202227.58680481993,-29307.787623736698,-29226.8288942546
2025-09-23,111994.455,1144720.521870898,1027.5515840693843,144720.52187089808,195131.89016481995,-21184.539399667312,-29226.8288942546
2025-09-24,113297.25,1144308.7424361573,-411.7794347407762,144308.7424361573,209040.52958481992,-3408.2429021826993,-61323.54424647988
2025-09-25,108998.185,1144156.53439173,-152.2080444272142,144156.5343917301,163143.7116448199,42336.36699339005,-61323.54424647988
2025-09-26,109646.725,1121412.1458308883,-22744.38856084179,121412.1458308883,170067.52468482,12668.165392548159,-61323.54424647988
2025-09-27,109635.845,1121728.8114544807,316.6656235924456,121728.81145448075,169951.36980481993,13100.98589614052,-61323.54424647988
2025-09-28,112148.01000000001,1122063.3636838524,334.55222937162034,122063.36368385237,196771.24334482002,-13384.335414487812,-61323.54424647988
2025-09-29,114353.94,1117999.416458734,-4063.9472251182888,117999.41645873408,220321.75202481996,-40998.79131960616,-61323.54424647988
2025-09-30,114048.935,1120041.5384931266,2042.1220343925525,120041.53849312663,217065.5186448199,-35700.43590521336,-61323.54424647988
2025-10-01,118557.165,1143623.135266176,23581.59677304933,143623.13526617596,265195.38212481985,-60248.70261216389,-61323.54424647988
2025-10-02,120533.56,1142829.1629228513,-793.9723433246836,142829.16292285128,286295.3751448199,-82142.66797548876,-61323.54424647988
2025-10-03,122219.03,1142894.0516972013,64.8887743500527,142894.05169720133,304289.4528648199,-100071.85692113872,-61323.54424647988
2025-10-04,122385.48999999999,1142687.5317093192,-206.51998788211495,142687.5317093192,306066.5798248198,-102055.50386902057,-61323.54424647988
2025-10-05,123462.63,1140625.0809411192,-2062.450768199982,140625.08094111923,317566.12646482,-115617.50127722078,-61323.54424647988
2025-10-06,124671.78,1140227.5073802916,-397.57356082764454,140227.5073802916,330475.0118648199,-128923.96023804862,-61323.54424647988
2025-10-07,121355.43,1142240.935496462,2013.4281161704566,142240.93549646204,295069.6592648199,-91505.17952187794,-61323.54424647988
2025-10-08,123306.005,1142754.7922750881,513.8567786260974,142754.79227508814,315893.99796481995,-111815.6614432519,-61323.54424647988
2025-10-09,121656.47,1144424.812562052,1670.020286963787,144424.81256205193,298283.56230481993,-92535.20549628818,-61323.54424647988
2025-10-10,112816.385,1148495.2124499874,4070.3998879354913,148495.21244998742,203906.81484481986,5533.371748619954,-60944.97414345241
2025-10-11,110659.70999999999,1149067.449233115,572.2367831275333,149067.44923311495,180882.15254481984,29130.270831747705,-60944.97414345241
2025-10-12,114979.42,1150529.644451395,1462.1952182799578,150529.6444513949,226999.3765048199,-15524.757909972486,-60944.97414345241
2025-10-13,115158.05,1151927.2009473972,1397.5564960022457,151927.20094739716,228906.43038481995,-16034.25529397018,-60944.97414345241
2025-10-14,113025.72,1155235.7002014879,3308.4992540907115,155235.70020148787,206141.67530481995,10038.999040120592,-60944.97414345241
2025-10-15,110747.805,1153588.5633238934,-1647.1368775945157,153588.56332389335,181822.65476481986,32710.882702526014,-60944.97414345241
2025-10-16,108165.19,1153941.086082403,352.5227585097309,153941.08608240308,154250.65702481996,60635.403201035784,-60944.97414345241
2025-10-17,106440.84,1154177.0191954325,235.9331130294595,154177.01919543254,135841.4964248199,74804.34796840222,-56468.82519778948
2025-10-18,107192.5,1153837.1215175341,-339.897677898407,153837.12151753413,143866.21858481993,66439.72813050378,-56468.82519778948
2025-10-19,108641.445,1155193.9241824267,1356.8026648925152,155193.92418242665,159335.15540482,52327.59397539613,-56468.82519778948
2025-10-20,110532.08499999999,1157670.4992243417,2476.575041915057,157670.4992243417,179519.62804481984,34619.696377311404,-56468.82519778948
2025-10-21,108355.805,1157375.5277172655,-294.971507076174,157375.52771726553,156285.66276481986,57558.69015023523,-56468.82519778948
2025-10-22,107593.81,1156091.209013263,-1284.3187040025368,156091.209013263,148150.6041448199,64409.4300662325,-56468.82519778948
2025-10-23,110055.34,1158298.6525934609,2207.443580197869,158298.65259346087,174429.8984248199,40337.57936643071,-56468.82519778948
2025-10-24,111004.89499999999,1159755.329155206,1456.6765617451165,159755.32915520598,184567.3476048198,31656.806748175826,-56468.82519778948
2025-10-25,111630.2,1159912.7531896962,157.42403449025005,159912.75318969623,191243.1037848199,25138.474602665923,-56468.82519778948
2025-10-26,114529.54000000001,1161071.5380175074,1158.7848278111778,161071.5380175074,222196.45762482,-4656.094409523019,-56468.82519778948
2025-10-27,114120.735,1162434.5821285136,1363.0441110061947,162434.5821285136,217832.05544481994,1071.3518814833762,-56468.82519778948
2025-10-28,112902.91,1162814.3369607544,379.7548322407529,162814.33696075436,204830.55574481995,14452.606413723866,-56468.82519778948
2025-10-29,110024.62,1164809.9299425525,1995.5929817981087,164809.92994255247,174101.93170481987,47176.82343552215,-56468.82519778948
2025-10-30,108316.75,1164363.1627449389,-446.76719761360437,164363.16274493886,155868.71158481992,61440.69091378532,-52946.23975366637
2025-10-31,109609.41500000001,1165422.0084846106,1058.8457396717276,165422.0084846106,169669.20312482002,48699.045113456865,-52946.23975366637
2025-11-01,110116.73,1166284.2350440295,862.2265594189521,166284.23504402954,175085.2980648199,44145.17673287585,-52946.23975366637
2025-11-02,110576.68,1166715.8952429965,431.66019896697253,166715.8952429965,179995.72426481984,39666.410731842916,-52946.23975366637
2025-11-03,106574.11,1164537.8551965433,-2178.040046453243,164537.85519654327,137264.28694481993,80219.80800538982,-52946.23975366637
2025-11-04,101521.945,1163318.4536600194,-1219.4015365238301,163318.45366001944,83327.37340482,124591.37618956142,-44600.29593436193
2025-11-05,103887.91500000001,1164350.58070117,1032.127041150583,164350.58070117002,108586.46912482001,100364.4075107118,-44600.29593436193
2025-11-06,101337.315,1161735.0535100617,-2615.5271911083255,161735.0535100617,81356.26352481995,124979.08591960365,-44600.29593436193
2025-11-07,103358.255,1164593.6400017713,2858.586491709575,164593.64000177127,102931.81896481998,106262.11697131324,-44600.29593436193
2025-11-08,102312.945,1163760.209867397,-833.4301343741827,163760.2098673971,91772.08940482,116588.41639693904,-44600.29593436193
2025-11-09,104732.725,1167574.2128416386,3814.0029742415063,167574.2128416386,117605.66068481999,94568.84809118051,-44600.29593436193
2025-11-10,106017.18,1168830.8828067111,1256.669965072535,168830.88280671113,131318.50226481986,82112.67647625314,-44600.29593436193
2025-11-11,103052.215,1166051.7425815044,-2779.1402252067346,166051.7425815044,99664.5359248199,110987.50259104626,-44600.29593436193
2025-11-12,101662.64,1164914.8055669724,-1136.9370145320427,164914.80556697235,84829.43322481992,124685.66827651436,-44600.29593436193
2025-11-13,99749.005,1162258.610966696,-2656.194600276416,162258.61096669594,64399.465964819974,142459.44093623792,-44600.29593436193
2025-11-14,94563.64499999999,1155692.6305044843,-6565.98046221165,155692.6305044843,9040.562604819814,178158.68843590445,-31506.62053623979
2025-11-15,95595.08,1157302.9660682357,1610.3355637514032,157302.9660682357,20052.162664819945,168757.42393965565,-31506.62053623979
2025-11-16,94246.48000000001,1154881.2768973745,-2421.689170861151,154881.27689737454,5654.509064820038,180733.3883687943,-31506.62053623979
2025-11-17,92148.87,1079781.0535467218,-75100.22335065273,79781.05354672186,-499.14626628007954,0.0,80280.19981300193
