date,spot_price,portfolio_value_usd,daily_pnl_usd,cumulative_pnl_usd,spot_mtm_pnl_usd,futures_unrealized_pnl_usd,futures_realized_pnl_usd
2025-03-31,82565.04000000001,1065622.9374903883,1458.5853883202653,65622.93749038829,-119056.54437517999,137723.24622939833,46956.23563616995
2025-04-01,85160.36,1081682.0628517503,16059.125361362007,81682.06285175029,-91348.90805518007,126074.73527076037,46956.23563616995
2025-04-02,82513.39499999999,1078495.2752942955,-3186.7875574547797,78495.27529429551,-119607.9063951802,151146.94605330564,46956.23563616995
2025-04-03,83173.98999999999,1077799.9808699486,-695.294424346881,77799.98086994863,-112555.39417518018,143399.13940895896,46956.23563616995
2025-04-04,83881.495,1079124.6979546198,1324.7170846711379,79124.69795461977,-105002.07079518013,137170.53311363005,46956.23563616995
2025-04-05,83538.85500000001,1079059.1678087513,-65.53014586842619,79059.16780875134,-108660.09543517996,140763.02760776144,46956.23563616995
2025-04-06,78376.83,1071015.177456263,-8043.990352488356,71015.17745626299,-163769.87433518007,178162.72201171226,56622.32977973082
2025-04-07,79188.28,1071479.8071462556,464.6296899926383,71479.80714625563,-155106.83413518008,169964.31150170485,56622.32977973082
2025-04-08,76337.945,1063290.3191604237,-8189.487985831918,63290.31916042371,-185537.01059518,192204.9999758729,56622.32977973082
2025-04-09,82607.675,1077814.5781356876,14524.258975263918,77814.57813568763,-118601.37311518005,139793.62147113675,56622.32977973082
2025-04-10,79633.97,1074236.1069766309,-3578.4711590567604,74236.10697663086,-150348.64769518006,167962.4248920801,56622.32977973082
2025-04-11,83428.62,1082380.3973094933,8144.290332862409,82380.39730949327,-109836.96429518012,135595.03182494268,56622.32977973082
2025-04-12,85289.72,1085278.4402903148,2898.0429808215704,85278.44029031484,-89967.86069518006,118623.97120576393,56622.32977973082
2025-04-13,83737.0,1082137.4127311113,-3141.0275592035614,82137.41273111128,-106544.69941518008,132059.78236656066,56622.32977973082
2025-04-14,84579.565,1084919.736880317,2782.324149205815,84919.7368803171,-97549.47547518005,125846.88257576627,56622.32977973082
2025-04-15,83662.375,1082057.3456941238,-2862.39118619333,82057.34569412377,-107341.39591518008,132776.41182957307,56622.32977973082
2025-04-16,84034.79999999999,1082825.8074186791,768.4617245553527,82825.80741867912,-103365.3866151802,129568.86425412855,56622.32977973082
2025-04-17,84926.09,1085096.2316789778,2270.4242602987215,85096.23167897784,-93849.97457518011,122323.87647442704,56622.32977973082
2025-04-18,84482.77,1084327.481846123,-768.749832854839,84327.481846123,-98582.85889518003,126288.01096157232,56622.32977973082
2025-04-19,85072.04000000001,1084485.4275790793,157.94573295628652,84485.42757907929,-92291.81237517999,120154.91017452836,56622.32977973082
2025-04-20,85182.9,1085833.6655246774,1348.2379455980845,85833.66552467737,-91108.27101518014,120319.60676012674,56622.32977973082
2025-04-21,87515.58499999999,1090958.0739078275,5124.408383150119,90958.0739078275,-66204.52595518016,100540.27008327686,56622.32977973082
2025-04-22,93417.15,1097403.3797954202,6445.305887592724,97403.37979542022,-3199.418015180137,43980.468030869575,56622.32977973082
2025-04-23,93692.565,1097919.0061971594,515.626401739195,97919.00619715941,-259.0874751800497,41555.76389260862,56622.32977973082
2025-04-24,93951.735,1097596.2581129016,-322.7480842578225,97596.25811290159,2507.8114448199317,38466.1168883509,56622.32977973082
2025-04-25,94653.22,1097609.782950173,13.524837271310389,97609.7829501729,9996.865304819938,30990.58786562227,56622.32977973082
2025-04-26,94617.685,1096704.9011177304,-904.8818324424792,96704.90111773042,9617.4936448199,30465.077693179588,56622.32977973082
2025-04-27,93738.725,1097551.875783999,846.9746662685648,97551.87578399898,233.71668481998756,40695.82931944812,56622.32977973082
2025-04-28,94981.78,1098240.372707707,688.4969237081241,98240.37270770711,13504.571864819913,28113.471063156332,56622.32977973082
2025-04-29,94262.01500000001,1096930.708420107,-1309.6642876002006,96930.70842010691,5820.360724820074,34488.01791555603,56622.32977973082
2025-04-30,94182.465,1097156.0459240733,225.3375039664097,97156.04592407332,4971.084924819888,35562.631219522635,56622.32977973082
2025-05-01,96491.18,1098893.2900542852,1737.2441302118823,98893.2900542852,29618.926264819853,12652.034009734538,56622.32977973082
2025-05-02,96887.13500000001,1100483.376449116,1590.0863948308397,100483.37644911604,33846.14184482003,10014.90482456523,56622.32977973082
2025-05-03,95873.205,1100541.3128432739,57.93639415781945,100541.31284327386,23021.425164819946,20897.557898723204,56622.32977973082
2025-05-04,94305.45,1101817.1186659439,1275.805822669994,101817.11866594385,6284.072784819895,38910.7161013931,56622.32977973082
2025-05-05,94741.435,1101285.3257793353,-531.7928866085131,101285.32577933534,10938.648644819901,33724.34735478474,56622.32977973082
2025-05-06,96814.22,1103087.9681153514,1802.6423360160552,103087.9681153514,33067.70130481994,13397.937030800602,56622.32977973082
2025-05-07,97025.245,1103544.230800128,456.26268477668054,103544.23080012808,35320.60420481988,11601.296815577429,56622.32977973082
2025-05-08,103259.13500000001,1105593.139347622,2048.908547493862,105593.13934762194,101873.61384482002,-52902.80427692897,56622.32977973082
2025-05-09,102971.995,1106130.3284903818,537.1891427598894,106130.32849038183,98808.10720481988,-49300.10849416882,56622.32977973082
2025-05-10,104746.035,1104257.049634003,-1873.2788563787472,104257.04963400308,117747.75824481997,-70113.03839054774,56622.32977973082
2025-05-11,104125.425,1104531.334278866,274.28464486286975,104531.33427886595,111122.12588481996,-63213.1213856848,56622.32977973082
2025-05-12,102793.255,1105783.862019762,1252.527740895981,105783.86201976193,96899.87896481997,-47738.346724788935,56622.32977973082
2025-05-13,104113.22,1104071.0460528773,-1712.8159668846056,104071.04605287733,110991.82530481994,-63543.10903167335,56622.32977973082
2025-05-14,103507.82500000001,1105042.1669115033,971.1208586259745,105042.1669115033,104528.62828482005,-56108.7911530477,56622.32977973082
2025-05-15,103745.85,1106319.9873514492,1277.8204399459064,106319.9873514492,107069.78318481999,-57372.125613101656,56622.32977973082
2025-05-16,103467.04500000001,1106556.0136817642,236.0263303150423,106556.01368176425,104093.26100482006,-54159.577102786585,56622.32977973082
2025-05-17,103121.445,1107881.1018930974,1325.0882113331463,107881.1018930974,100403.63540482,-49144.86329145357,56622.32977973082
2025-05-18,106440.745,1103621.3852298367,-4259.716663260711,103621.38522983668,135840.48220481988,-88841.42675471389,56622.32977973082
2025-05-19,105574.98000000001,1105769.0788152998,2147.693585463101,105769.07881529978,126597.57506482003,-77450.82602925108,56622.32977973082
2025-05-20,106810.76999999999,1105035.092547992,-733.9862673077732,105035.09254799201,139790.8691048198,-91378.1063365586,56622.32977973082
2025-05-21,109644.43,1102803.7725729865,-2231.3199750054628,102803.77257298655,170043.02326481984,-123861.58047156395,56622.32977973082
2025-05-22,111706.775,1100111.2996959272,-2692.4728770593647,100111.29969592718,192060.61848481986,-148571.64856862352,56622.32977973082
2025-05-23,107274.18,1105605.741935441,5494.442239513854,105605.74193544104,144738.23426481985,-95754.82210910963,56622.32977973082
2025-05-24,107771.235,1105678.9737078103,73.23177236923948,105678.97370781028,150044.79344481992,-100988.14951674062,56622.32977973082
2025-05-25,109006.065,1104404.8049088407,-1274.168798969593,104404.80490884068,163227.83852481996,-115445.36339571027,56622.32977973082
2025-05-26,109441.81,1103913.752873911,-491.05203492962755,103913.75287391106,167879.85214481992,-120588.42905063972,56622.32977973082
2025-05-27,108938.16500000001,1104625.6428885753,711.89001466427,104625.64288857533,162502.93812482,-114499.62501597572,56622.32977973082
2025-05-28,107777.61499999999,1106286.4010012245,1660.7581126492005,106286.40100122453,150112.90632481984,-100448.83510332633,56622.32977973082
2025-05-29,105619.04999999999,1109588.614105556,3302.2131043314002,109588.61410555593,127068.0663848198,-74101.78205899481,56622.32977973082
2025-05-30,103960.25,1111883.4325053971,2294.8183998411987,111883.43250539713,109358.71758481993,-51292.45065109736,53817.16557167459
2025-05-31,104593.92000000001,1111711.820852939,-171.6116524580866,111711.82085293904,116123.77850482006,-58229.12322355546,53817.16557167459
2025-06-01,105619.435,1110942.8478052355,-768.9730477035046,110942.84780523553,127072.1766448199,-69946.49441125905,53817.16557167459
2025-06-02,105841.22,1111006.56594521,63.7181399744004,111006.56594520994,129439.95330481994,-72250.55293128458,53817.16557167459
2025-06-03,105365.92499999999,1111474.2517436398,467.685798429884,111474.25174363982,124365.7038848198,-66708.6177128545,53817.16557167459
2025-06-04,104688.475,1113130.7617482329,1656.5100045930594,113130.76174823288,117133.24768481999,-57819.65150826165,53817.16557167459
2025-06-05,101503.61,1115108.3910599723,1977.629311739467,115108.39105997235,83131.62894481994,-21840.403456522185,53817.16557167459
2025-06-06,104289.54999999999,1112897.6646789182,-2210.726381054148,112897.6646789182,112874.3243848198,-53793.82527757618,53817.16557167459
2025-06-07,105546.07500000001,1113283.477698476,385.813019557856,113283.47769847605,126288.98528482005,-66822.67315801831,53817.16557167459
2025-06-08,105734.035,1112813.7563615516,-469.72133692447096,112813.75636155158,128295.64624481996,-69299.05545494321,53817.16557167459
2025-06-09,110255.495,1111588.4680635338,-1225.288298017811,111588.46806353377,176566.7532048199,-118795.45071296072,53817.16557167459
2025-06-10,110260.53,1111212.572359756,-375.89570377767086,111212.5723597561,176620.5068648199,-119225.1000767386,53817.16557167459
2025-06-11,108651.325,1113685.3507407736,2472.7783810175024,113685.3507407736,159440.63428481988,-99572.44911572072,53817.16557167459
2025-06-12,105783.03,1117456.4897555145,3771.13901474094,117456.48975551454,128818.71686481991,-65179.39268097992,53817.16557167459
2025-06-13,106076.035,1116935.7943810988,-520.6953744157217,116935.79438109882,131946.83824481996,-68828.20943539595,53817.16557167459
2025-06-14,105420.775,1118130.3373244093,1194.5429433104582,118130.33732440928,124951.28248481987,-60638.11073208539,53817.16557167459
2025-06-15,105571.705,1118111.625278581,-18.712045828346163,118111.62527858093,126562.61116481994,-62268.151457913744,53817.16557167459
2025-06-16,106747.72,1116772.0107066138,-1339.6145719671622,116772.01070661377,139117.74730481993,-76162.9021698809,53817.16557167459
2025-06-17,104561.525,1119316.0386730314,2544.027966417605,119316.03867303138,115777.92948481986,-47682.02416180421,51220.13335001581
2025-06-18,104883.86499999999,1119621.8348869854,305.7962139539886,119621.83488698537,119219.23132481983,-50817.529787850275,51220.13335001581
2025-06-19,104662.98,1119960.0738555465,338.2389685611706,119960.07385554654,116861.06306481989,-48121.12255928913,51220.13335001581
2025-06-20,103287.495,1120474.603580141,514.5297245944384,120474.60358014097,102176.38520481988,-32921.91497469475,51220.13335001581
2025-06-21,102121.08499999999,1120876.5962915423,401.9927114013117,120876.59629154229,89723.79204481984,-20067.329103293272,51220.13335001581
2025-06-22,100978.16,1120965.3111956601,88.71490411786363,120965.31119566015,77521.92474481996,-7776.746899175759,51220.13335001581
2025-06-23,105336.18,1118794.4433639818,-2170.8678316783626,118794.44336398179,124048.14626481985,-56473.83625085389,51220.13335001581
2025-06-24,106042.59,1118663.0336531457,-131.40971083613113,118663.03365314566,131589.7794248199,-64146.87912169005,51220.13335001581
2025-06-25,107346.595,1118056.9781318642,-606.0555212814361,118056.97813186422,145511.33680481993,-3818.7118657608144,-23635.646807194902
2025-06-26,106939.94,1118430.9787745234,374.0006426591426,118430.97877452336,141169.88802481996,896.7375568982809,-23635.646807194902
2025-06-27,107039.38,1101282.6840072975,-17148.29476722586,101282.6840072975,142231.50946481997,-17313.17865032754,-23635.646807194902
2025-06-28,107296.785,1102051.5940652746,768.9100579770748,102051.59406527458,144979.56524481997,-19292.324372350417,-23635.646807194902
2025-06-29,108356.92499999999,1100068.6674168333,-1982.9266484412365,100068.66741683334,156297.6198848198,-32593.30566079154,-23635.646807194902
2025-06-30,107158.115,1101337.8136425512,1269.14622571785,101337.81364255119,143499.12432481998,-18525.663875073915,-23635.646807194902
2025-07-01,105681.13500000001,1123695.5739760827,22357.760333531536,123695.57397608273,127730.88584482003,19600.33493845765,-23635.646807194902
2025-07-02,108824.67000000001,1123050.126890004,-645.4470860788133,123050.12689000391,161291.26550482007,-14605.491807621185,-23635.646807194902
2025-07-03,109588.72,1121794.3573522526,-1255.76953775133,121794.35735225258,169448.26330481994,-24018.259145372398,-23635.646807194902
2025-07-04,107984.245,1122235.1005574216,440.74320516898297,122235.10055742157,152318.88820481987,-6448.140840203463,-23635.646807194902
2025-07-05,108198.11499999999,1123423.9617850292,1188.8612276075874,123423.96178502915,154602.16432481984,-7542.55573259573,-23635.646807194902
2025-07-06,109203.845,1121882.6157974508,-1541.3459875783883,121882.61579745077,165339.33780481995,-19821.07520017427,-23635.646807194902
2025-07-07,108281.47,1123060.588945074,1177.973147623241,123060.588945074,155492.06230481993,-8795.826552550958,-23635.646807194902
2025-07-08,108915.34,1121771.2550882278,-1289.333856846206,121771.2550882278,162259.25842481988,-16852.35652939714,-23635.646807194902
2025-07-09,111238.315,1119475.4292621193,-2295.8258261084557,119475.42926211935,187059.33952481995,-43948.26345550568,-23635.646807194902
2025-07-10,115996.86,1120096.081621894,620.652359774569,120096.08162189391,237861.56594481994,-94129.8375157312,-23635.646807194902
2025-07-11,117527.66500000001,1117298.000390183,-2798.0812317109667,117298.00039018295,254204.44012482002,-113270.79292744209,-23635.646807194902
2025-07-12,117410.47,1116491.0455416618,-806.9548485211562,116491.04554166179,252953.26630481993,-112826.57395596303,-23635.646807194902
2025-07-13,119066.275,1114940.4874643164,-1550.5580773453694,114940.48746431642,270630.6404848199,-132054.50621330854,-23635.646807194902
2025-07-14,119856.18,1114386.9778085183,-553.5096557980869,114386.97780851834,279063.66626481985,-141041.04164910657,-23635.646807194902
2025-07-15,117769.27,1115235.699370764,848.7215622456279,115235.69937076396,256783.81510481998,-117912.46892686113,-23635.646807194902
2025-07-16,118660.42499999999,1115201.564068387,-34.135302376933396,115201.56406838703,266297.7858848198,-127460.57500923809,-23635.646807194902
2025-07-17,119185.275,1115979.438894309,777.8748259220738,115979.4388943091,271901.08448481985,-132285.9987833157,-23635.646807194902
2025-07-18,117924.845,1115852.8706311646,-126.56826314446516,115852.87063116464,258444.73380481993,-118956.2163664602,-23635.646807194902
2025-07-19,117862.48999999999,1115008.6604265631,-844.2102046015207,115008.66042656312,257779.03182481983,-119134.72459106162,-23635.646807194902
2025-07-20,117278.64499999999,1115176.5974011167,167.93697455362417,115176.59740111674,251545.90260481983,-112733.65839650815,-23635.646807194902
2025-07-21,117380.36499999999,1116081.8459367203,905.2485356035177,116081.84593672026,252631.86532481984,-112914.37258090466,-23635.646807194902
2025-07-22,119954.42499999999,1113739.2834629507,-2342.5624737695325,113739.28346295073,280112.5298848198,-142737.59961467428,-23635.646807194902
2025-07-23,118732.465,1113762.308957233,23.025494282366708,113762.3089572331,267066.88492481987,-129668.92916039201,-23635.646807194902
2025-07-24,118307.155,1115632.8280212826,1870.5190640494693,115632.82802128256,262526.2753648199,-123257.80053634245,-23635.646807194902
2025-07-25,117622.11,1117174.167062586,1541.3390413033776,117174.16706258594,255212.73494481994,-114402.9210750392,-23635.646807194902
2025-07-26,117912.49,1116440.1710933803,-733.9959692056291,116440.17109338031,258312.83182482,-118237.0139242449,-23635.646807194902
2025-07-27,119399.295,1113692.6006129633,-2747.5704804169945,113692.60061296332,274185.9620048199,-136857.71458466156,-23635.646807194902
2025-07-28,118031.21,1115989.0512368374,2296.450623874087,115989.0512368374,259580.28654482,-119955.58850078785,-23635.646807194902
2025-07-29,117950.755,1117608.042838736,1618.9916018985678,117608.04283873597,258721.34896481998,-117477.65931888901,-23635.646807194902
2025-07-30,117840.295,1121230.4399314586,3622.397092722589,121230.43993145856,257542.07800481992,-112675.99126616627,-23635.646807194902
2025-07-31,115753.805,1122876.3147286621,1645.874797203578,122876.31472866214,235266.71076481984,-88754.74922896276,-23635.646807194902
2025-08-01,113340.955,1127786.078480171,4909.763751508901,127786.07848017104,209507.12416481995,-58085.39887745401,-23635.646807194902
2025-08-02,112552.465,1125443.7558794487,-2342.322600722313,125443.75587944873,201089.2049248199,-52009.80223817637,-23635.646807194902
2025-08-03,114208.805,1125032.921473711,-410.8344057376962,125032.92147371103,218772.29076481986,-70103.722483914,-23635.646807194902
2025-08-04,115057.515,1123478.9947320723,-1553.9267416386865,123478.99473207234,227833.1187248199,-80718.47718555266,-23635.646807194902
2025-08-05,114136.765,1123996.558696225,517.5639641527086,123996.55869622505,218003.19172481992,-70370.9862213998,-23635.646807194902
2025-08-06,114992.265,1123955.8128394908,-40.74585673422553,123955.81283949083,227136.50972481992,-79545.05007813424,-23635.646807194902
2025-08-07,117472.015,1121882.900379948,-2072.912459542742,121882.90037994809,253610.32072481993,-108091.77353767707,-23635.646807194902
2025-08-08,116674.735,1122370.115337666,487.2149577178061,122370.11533766589,245098.55944481993,-99092.79729995927,-23635.646807194902
